dog,1,Grey,0,8,1,0,2,1,1,5,0.0207006144337356,0.794712050119415,0.400746274041012,0.255419065477327,0.348653344670311
dog,1,Spotted,1,4,1,1,3,1,0,2,0.480464507360011,0.0643694261088967,0.0212914571166039,0.92491477006115,0.364730018889531
cat,1,Spotted,1,7,1,1,5,0,1,2,0.726539935916662,0.96539288922213,0.627455276437104,0.655221130000427,0.0270133600570261
dog,1,Grey,0,3,1,1,2,1,1,17,0.0846867030486465,0.816484214505181,0.516149427043274,0.231192465638742,0.911117099458352
dog,1,Spotted,0,1,1,1,2,1,0,9,0.775236167944968,0.83263575611636,0.907317203003913,0.111136805033311,0.613200587453321
cat,1,Brown,1,5,1,1,3,1,1,16,0.767815645085648,0.0823643584735692,0.263350769178942,0.0706020831130445,0.191182820592076
cat,1,Grey,1,6,1,1,5,0,0,16,0.478906305041164,0.25475045084022,0.0204946305602789,0.037214630516246,0.137186858803034
dog,1,Spotted,1,10,1,1,2,0,1,20,0.259069067658857,0.548499140422791,0.218278259970248,0.368914927821606,0.508821223629639
cat,1,White,1,6,1,1,3,0,1,18,0.737377635203302,0.530408735154197,0.242309181485325,0.888367106206715,0.433031556662172
cat,1,White,1,4,1,1,3,1,1,20,0.360030818264931,0.865543801570311,0.940790488151833,0.308741865446791,0.439313751645386
cat,1,Spotted,1,3,1,1,5,0,1,15,0.928616191260517,0.492401735624298,0.541742480359972,0.918011518893763,0.512438105186448
dog,1,Grey,1,5,1,1,3,1,0,20,0.184394079027697,0.540650693699718,0.624088968150318,0.467059984570369,0.0397320338524878
cat,1,Grey,0,7,0,1,5,0,1,20,0.0966537797357887,0.373949464410543,0.420843822648749,0.214819901157171,0.839314355514944
cat,1,White,1,7,1,1,5,0,1,5,0.886451314669102,0.0492644277401268,0.419749347493052,0.729291217867285,0.72524378169328
dog,1,Spotted,1,2,1,1,2,1,0,1,0.747302989242598,0.98407280142419,0.923106308095157,0.206337364856154,0.157679173629731
dog,1,Grey,0,4,1,0,2,1,0,19,0.653979902854189,0.385223005432636,0.0954713667742908,0.910896968096495,0.990809665760025
dog,1,White,1,2,1,1,2,1,1,9,0.734201346058398,0.958565961336717,0.241853899555281,0.775975600117818,0.439455269137397
